task_id,department,criticality,urgency,asset_condition,overdue,overdue_days,failure_history,estimated_duration_hours,safety_critical,passenger_impact,priority_score,maintenance_priority_class
TASK-4656,Traction,CRITICAL,IMMEDIATE,FAILED,True,21,2,1.1,1,1,100.0,CRITICAL
TASK-4657,Engineering,HIGH,HIGH,FAILED,True,1,2,5.2,1,1,89.47285335253397,CRITICAL
TASK-4658,S&T,ROUTINE,NORMAL,GOOD,True,10,1,6.5,0,1,38.32503179534152,LOW
TASK-4659,Engineering,HIGH,MEDIUM,DEGRADED,False,0,0,4.6,1,0,58.488838140916585,MEDIUM
TASK-4660,Engineering,CRITICAL,HIGH,POOR,True,2,0,1.2,1,1,95.78227251378571,CRITICAL
TASK-4661,S&T,ROUTINE,NORMAL,FAIR,False,0,2,7.5,0,1,16.17974003309713,LOW
TASK-4662,Engineering,MEDIUM,NORMAL,GOOD,False,0,1,2.6,0,0,30.65651288483587,LOW
TASK-4663,S&T,HIGH,MEDIUM,DEGRADED,False,0,1,1.2,1,1,69.0737266898411,HIGH
TASK-4664,Engineering,HIGH,HIGH,POOR,False,0,2,2.4,1,0,81.85101781000698,CRITICAL
TASK-4665,S&T,HIGH,MEDIUM,DEGRADED,False,0,3,6.2,1,1,55.21949120925827,MEDIUM
TASK-4666,S&T,ROUTINE,NORMAL,FAIR,True,28,0,7.5,0,0,42.54096469585952,LOW
TASK-4667,Traction,CRITICAL,IMMEDIATE,POOR,False,0,3,0.8,1,0,100.0,CRITICAL
TASK-4668,S&T,CRITICAL,HIGH,POOR,True,3,0,3.6,1,1,83.91926880006936,CRITICAL
TASK-4669,Traction,ROUTINE,NORMAL,FAIR,False,0,1,3.8,0,1,30.395998324685422,LOW
TASK-4670,Traction,CRITICAL,IMMEDIATE,FAILED,True,22,1,7.6,1,1,100.0,CRITICAL
TASK-4671,S&T,LOW,NORMAL,GOOD,True,13,1,5.6,0,1,43.53464794464423,LOW
TASK-4672,Traction,CRITICAL,IMMEDIATE,POOR,False,0,1,2.5,1,1,100.0,CRITICAL
TASK-4673,Traction,LOW,NORMAL,GOOD,True,16,1,5.2,0,1,36.76672790337379,LOW
TASK-4674,Traction,MEDIUM,NORMAL,GOOD,False,0,0,6.1,0,1,23.349498086000605,LOW
TASK-4675,Engineering,HIGH,IMMEDIATE,FAILED,True,7,0,0.6,1,1,98.580855980377,CRITICAL
TASK-4676,Engineering,MEDIUM,HIGH,DEGRADED,True,11,1,3.3,0,1,68.29937730642445,HIGH
TASK-4677,Traction,HIGH,IMMEDIATE,POOR,False,0,1,6.9,1,0,87.69173393547865,CRITICAL
TASK-4678,Engineering,HIGH,IMMEDIATE,POOR,True,29,3,7.1,1,0,100.0,CRITICAL
TASK-4679,Traction,ROUTINE,MEDIUM,GOOD,True,21,0,3.1,0,0,36.49264280644398,LOW
TASK-4680,S&T,CRITICAL,HIGH,FAILED,False,0,1,7.3,1,1,89.26663666125057,CRITICAL
TASK-4681,S&T,ROUTINE,MEDIUM,GOOD,False,0,1,1.1,0,1,29.117766980177354,LOW
TASK-4682,Traction,ROUTINE,MEDIUM,GOOD,False,0,3,7.4,0,1,36.32116907191955,LOW
TASK-4683,S&T,CRITICAL,IMMEDIATE,POOR,False,0,1,2.0,1,1,96.06888869244479,CRITICAL
TASK-4684,S&T,LOW,NORMAL,GOOD,True,27,1,2.9,0,1,50.63888018723042,MEDIUM
TASK-4685,Traction,HIGH,IMMEDIATE,POOR,True,4,4,2.1,1,0,100.0,CRITICAL
TASK-4686,Traction,HIGH,IMMEDIATE,POOR,True,16,1,1.4,1,0,100.0,CRITICAL
TASK-4687,S&T,ROUTINE,NORMAL,GOOD,False,0,2,4.6,0,1,26.810714114453745,LOW
TASK-4688,S&T,ROUTINE,MEDIUM,FAIR,False,0,1,5.3,0,1,33.852557796422374,LOW
TASK-4689,S&T,CRITICAL,IMMEDIATE,FAILED,False,0,3,0.7,1,1,100.0,CRITICAL
TASK-4690,Traction,CRITICAL,HIGH,POOR,False,0,1,1.0,1,1,95.78453860996596,CRITICAL
TASK-4691,S&T,CRITICAL,IMMEDIATE,POOR,False,0,2,7.8,1,0,100.0,CRITICAL
TASK-4692,Engineering,LOW,MEDIUM,GOOD,True,27,4,2.1,0,1,53.4361494620971,MEDIUM
TASK-4693,Engineering,CRITICAL,HIGH,POOR,True,3,2,2.5,1,1,100.0,CRITICAL
TASK-4694,Traction,ROUTINE,MEDIUM,FAIR,True,31,1,1.1,0,1,47.65043468130869,MEDIUM
TASK-4695,Engineering,MEDIUM,HIGH,DEGRADED,True,9,1,3.5,0,0,61.207706104201144,MEDIUM
TASK-4696,S&T,CRITICAL,IMMEDIATE,POOR,False,0,1,7.0,1,1,100.0,CRITICAL
TASK-4697,Traction,MEDIUM,NORMAL,FAIR,True,2,1,5.5,0,0,35.07869289866159,LOW
TASK-4698,S&T,LOW,NORMAL,FAIR,False,0,2,6.7,0,1,19.292085167662876,LOW
TASK-4699,Engineering,CRITICAL,IMMEDIATE,POOR,False,0,1,3.1,1,1,100.0,CRITICAL
TASK-4700,S&T,ROUTINE,MEDIUM,FAIR,True,21,2,2.0,0,0,51.28699318918105,MEDIUM
TASK-4701,S&T,HIGH,IMMEDIATE,POOR,True,29,4,4.1,1,1,100.0,CRITICAL
TASK-4702,Traction,ROUTINE,NORMAL,FAIR,False,0,3,7.7,0,1,22.67713393091671,LOW
TASK-4703,S&T,MEDIUM,MEDIUM,DEGRADED,True,5,0,7.3,1,1,57.96916472692784,MEDIUM
TASK-4704,Traction,HIGH,HIGH,POOR,True,16,3,6.7,1,1,100.0,CRITICAL
TASK-4705,Traction,CRITICAL,IMMEDIATE,FAILED,False,0,0,2.0,1,1,100.0,CRITICAL
TASK-4706,Traction,CRITICAL,IMMEDIATE,FAILED,False,0,1,5.1,1,1,100.0,CRITICAL
TASK-4707,S&T,HIGH,MEDIUM,DEGRADED,False,0,3,0.6,1,0,63.92493099101715,MEDIUM
TASK-4708,S&T,ROUTINE,NORMAL,FAIR,True,7,1,4.2,0,0,30.819316303752927,LOW
TASK-4709,S&T,ROUTINE,NORMAL,GOOD,False,0,2,6.4,0,1,25.071761041384978,LOW
TASK-4710,Traction,HIGH,HIGH,POOR,False,0,0,2.5,1,1,76.88929522713933,HIGH
TASK-4711,Traction,MEDIUM,NORMAL,GOOD,False,0,1,7.9,0,0,41.675761341326584,LOW
TASK-4712,Engineering,HIGH,HIGH,POOR,False,0,1,5.3,1,0,75.18877894737481,HIGH
TASK-4713,Traction,ROUTINE,NORMAL,GOOD,False,0,2,0.8,0,0,22.937962880908973,LOW
TASK-4714,Traction,ROUTINE,NORMAL,FAIR,False,0,1,3.7,0,1,21.48882895058494,LOW
TASK-4715,Traction,ROUTINE,NORMAL,FAIR,True,12,3,5.0,0,0,54.34465178210563,MEDIUM
TASK-4716,Engineering,HIGH,HIGH,DEGRADED,True,3,0,2.1,1,0,74.3008971194245,HIGH
TASK-4717,Engineering,HIGH,HIGH,FAILED,False,0,3,7.7,1,0,96.53426812236285,CRITICAL
TASK-4718,S&T,HIGH,MEDIUM,DEGRADED,True,10,4,0.6,1,1,75.21372663694305,HIGH
TASK-4719,S&T,CRITICAL,HIGH,FAILED,False,0,1,6.6,1,0,93.3048445699746,CRITICAL
TASK-4720,Engineering,CRITICAL,IMMEDIATE,POOR,False,0,1,5.4,1,1,100.0,CRITICAL
TASK-4721,S&T,HIGH,IMMEDIATE,POOR,True,15,2,3.6,1,0,100.0,CRITICAL
TASK-4722,S&T,CRITICAL,HIGH,FAILED,False,0,3,3.7,1,1,100.0,CRITICAL
TASK-4723,S&T,MEDIUM,MEDIUM,GOOD,False,0,5,7.4,0,0,38.830817068729026,LOW
TASK-4724,S&T,HIGH,IMMEDIATE,POOR,False,0,1,3.3,1,1,91.79003074385699,CRITICAL
TASK-4725,Traction,CRITICAL,IMMEDIATE,FAILED,True,8,0,1.7,1,0,100.0,CRITICAL
TASK-4726,S&T,HIGH,IMMEDIATE,POOR,False,0,2,2.6,1,0,94.71375793673214,CRITICAL
TASK-4727,Traction,CRITICAL,IMMEDIATE,POOR,False,0,0,5.3,1,1,92.13282580504743,CRITICAL
TASK-4728,Traction,HIGH,IMMEDIATE,FAILED,False,0,2,7.5,1,1,92.34715575239926,CRITICAL
TASK-4729,Engineering,LOW,NORMAL,GOOD,False,0,2,6.5,0,0,22.794325278060484,LOW
TASK-4730,Engineering,ROUTINE,MEDIUM,GOOD,False,0,3,5.4,0,1,27.962953761619325,LOW
TASK-4731,Traction,CRITICAL,IMMEDIATE,POOR,True,25,1,1.3,1,1,100.0,CRITICAL
TASK-4732,Traction,CRITICAL,IMMEDIATE,FAILED,True,17,0,7.5,1,0,100.0,CRITICAL
TASK-4733,Engineering,CRITICAL,HIGH,POOR,False,0,3,4.3,1,0,99.00890301649333,CRITICAL
TASK-4734,Engineering,HIGH,MEDIUM,DEGRADED,True,6,0,6.9,1,1,63.47697522922313,MEDIUM
TASK-4735,Engineering,LOW,MEDIUM,FAIR,True,1,0,6.3,0,0,26.29444633917985,LOW
TASK-4736,Traction,HIGH,HIGH,POOR,False,0,1,1.4,1,1,77.7461509582941,HIGH
TASK-4737,S&T,ROUTINE,NORMAL,GOOD,True,12,2,3.1,0,1,42.793237256061396,LOW
TASK-4738,S&T,HIGH,IMMEDIATE,POOR,True,19,1,7.3,1,1,100.0,CRITICAL
TASK-4739,Traction,HIGH,IMMEDIATE,POOR,True,12,1,0.6,1,0,100.0,CRITICAL
TASK-4740,S&T,ROUTINE,MEDIUM,FAIR,False,0,1,4.3,0,1,25.180646007683436,LOW
TASK-4741,S&T,MEDIUM,HIGH,DEGRADED,True,1,1,2.8,1,0,64.12021211790284,MEDIUM
TASK-4742,S&T,LOW,NORMAL,FAIR,True,11,1,0.5,0,1,43.969534758162325,LOW
TASK-4743,S&T,MEDIUM,NORMAL,GOOD,False,0,0,0.6,0,0,35.37783968999997,LOW
TASK-4744,Engineering,MEDIUM,HIGH,DEGRADED,False,0,0,6.8,0,0,32.65223085914597,LOW
TASK-4745,Traction,HIGH,IMMEDIATE,FAILED,True,1,0,2.9,1,0,92.398941400195,CRITICAL
TASK-4746,Engineering,HIGH,HIGH,FAILED,False,0,2,7.9,1,1,83.79767580561459,CRITICAL
TASK-4747,Engineering,CRITICAL,IMMEDIATE,FAILED,True,13,0,7.8,1,0,100.0,CRITICAL
TASK-4748,Engineering,HIGH,IMMEDIATE,FAILED,True,7,3,5.3,1,1,100.0,CRITICAL
TASK-4749,Engineering,CRITICAL,IMMEDIATE,FAILED,False,0,1,3.7,1,1,98.15054332054711,CRITICAL
TASK-4750,Traction,HIGH,IMMEDIATE,POOR,False,0,1,7.8,1,0,88.6072696909585,CRITICAL
TASK-4751,Engineering,CRITICAL,IMMEDIATE,POOR,False,0,1,7.3,1,0,100.0,CRITICAL
TASK-4752,Traction,LOW,MEDIUM,FAIR,True,3,4,3.8,0,1,31.72836250318864,LOW
TASK-4753,Engineering,MEDIUM,NORMAL,FAIR,False,0,1,4.3,0,1,23.025100491383387,LOW
TASK-4754,Traction,CRITICAL,HIGH,FAILED,False,0,0,6.4,1,1,100.0,CRITICAL
TASK-4755,Traction,HIGH,MEDIUM,DEGRADED,False,0,4,6.8,1,1,65.44875105135735,HIGH
TASK-4756,Engineering,HIGH,HIGH,DEGRADED,False,0,3,2.0,1,1,80.24043579400463,CRITICAL
TASK-4757,Engineering,MEDIUM,NORMAL,GOOD,True,15,1,3.8,0,1,54.52199598287727,MEDIUM
TASK-4758,Traction,CRITICAL,HIGH,FAILED,False,0,3,1.6,1,1,96.88740177909159,CRITICAL
TASK-4759,Traction,HIGH,IMMEDIATE,FAILED,True,10,0,7.4,1,1,100.0,CRITICAL
TASK-4760,Engineering,CRITICAL,IMMEDIATE,FAILED,True,46,0,3.4,1,1,100.0,CRITICAL
TASK-4761,Traction,ROUTINE,NORMAL,FAIR,True,13,4,7.9,0,0,45.666959526235495,MEDIUM
TASK-4762,Traction,HIGH,MEDIUM,DEGRADED,True,4,3,1.9,1,1,68.69497302052197,HIGH
TASK-4763,Traction,ROUTINE,MEDIUM,FAIR,False,0,2,2.7,0,0,23.464001010705008,LOW
TASK-4764,Traction,ROUTINE,NORMAL,FAIR,False,0,1,5.9,0,0,27.444552563326194,LOW
TASK-4765,S&T,HIGH,MEDIUM,DEGRADED,False,0,0,5.4,1,0,63.48891695022787,MEDIUM
TASK-4766,S&T,LOW,NORMAL,GOOD,True,19,1,7.5,0,1,40.848824375337465,LOW
TASK-4767,Traction,ROUTINE,MEDIUM,GOOD,False,0,0,5.3,0,1,16.738079717728723,LOW
TASK-4768,Traction,MEDIUM,MEDIUM,GOOD,True,18,1,1.3,0,1,55.13498137369463,MEDIUM
TASK-4769,Traction,ROUTINE,NORMAL,GOOD,True,15,1,1.3,0,1,38.67492193445356,LOW
TASK-4770,S&T,MEDIUM,MEDIUM,DEGRADED,True,18,0,7.2,1,1,72.47088144711877,HIGH
TASK-4771,Engineering,ROUTINE,NORMAL,GOOD,False,0,4,4.2,0,0,22.5997126234913,LOW
TASK-4772,S&T,ROUTINE,MEDIUM,FAIR,False,0,1,3.4,0,0,22.92359835304439,LOW
TASK-4773,S&T,ROUTINE,NORMAL,GOOD,False,0,2,3.6,0,1,22.82844834551503,LOW
TASK-4774,S&T,MEDIUM,NORMAL,GOOD,False,0,1,2.1,0,1,36.07634550750786,LOW
TASK-4775,S&T,CRITICAL,IMMEDIATE,POOR,True,10,4,7.2,1,0,100.0,CRITICAL
TASK-4776,Traction,CRITICAL,HIGH,POOR,False,0,0,6.6,1,0,92.82325360751778,CRITICAL
TASK-4777,Engineering,MEDIUM,MEDIUM,DEGRADED,True,9,3,0.6,0,1,50.981016400069784,MEDIUM
TASK-4778,Engineering,CRITICAL,HIGH,FAILED,False,0,2,5.2,1,0,100.0,CRITICAL
TASK-4779,Engineering,ROUTINE,MEDIUM,GOOD,False,0,1,7.8,0,1,23.446072506992675,LOW
TASK-4780,S&T,CRITICAL,IMMEDIATE,POOR,True,27,4,8.0,1,1,100.0,CRITICAL
TASK-4781,Traction,CRITICAL,IMMEDIATE,FAILED,False,0,2,0.5,1,0,100.0,CRITICAL
TASK-4782,Traction,HIGH,HIGH,DEGRADED,True,17,3,7.4,1,0,98.66759996571199,CRITICAL
TASK-4783,Engineering,CRITICAL,IMMEDIATE,FAILED,True,7,2,0.7,1,0,100.0,CRITICAL
TASK-4784,Engineering,CRITICAL,HIGH,FAILED,False,0,1,4.3,1,0,98.56926665716769,CRITICAL
TASK-4785,Engineering,LOW,NORMAL,FAIR,False,0,0,7.0,0,1,28.490048424431265,LOW
TASK-4786,Engineering,LOW,MEDIUM,FAIR,False,0,1,0.7,0,1,24.37169841378073,LOW
TASK-4787,Engineering,LOW,NORMAL,FAIR,False,0,3,1.1,0,0,24.851823019987517,LOW
TASK-4788,Traction,ROUTINE,MEDIUM,FAIR,False,0,1,2.5,0,1,29.434682786999637,LOW
TASK-4789,S&T,LOW,MEDIUM,FAIR,False,0,2,7.6,0,1,29.030580335042217,LOW
TASK-4790,S&T,CRITICAL,HIGH,FAILED,True,26,1,5.4,1,0,100.0,CRITICAL
TASK-4791,S&T,HIGH,IMMEDIATE,POOR,True,24,2,3.8,1,1,100.0,CRITICAL
TASK-4792,S&T,ROUTINE,NORMAL,FAIR,False,0,0,2.4,0,1,22.086996387682643,LOW
TASK-4793,Engineering,HIGH,MEDIUM,DEGRADED,False,0,0,7.7,1,0,51.45116096335169,MEDIUM
TASK-4794,Engineering,CRITICAL,HIGH,FAILED,True,9,0,6.4,1,0,100.0,CRITICAL
TASK-4795,Traction,MEDIUM,MEDIUM,DEGRADED,True,9,1,1.7,0,1,58.89092689449455,MEDIUM
TASK-4796,Engineering,HIGH,IMMEDIATE,POOR,True,7,1,3.8,1,1,99.46859375575336,CRITICAL
TASK-4797,S&T,CRITICAL,HIGH,POOR,False,0,1,5.0,1,1,85.06810463892108,CRITICAL
TASK-4798,S&T,HIGH,HIGH,DEGRADED,True,14,1,5.2,1,1,89.47956585434913,CRITICAL
TASK-4799,Traction,HIGH,IMMEDIATE,POOR,True,3,2,3.7,1,1,98.4106964951254,CRITICAL
TASK-4800,Traction,HIGH,HIGH,DEGRADED,False,0,1,3.3,1,1,66.22179242688595,HIGH
TASK-4801,Traction,MEDIUM,NORMAL,GOOD,True,7,0,3.9,0,1,40.11512475689493,LOW
TASK-4802,Engineering,CRITICAL,IMMEDIATE,FAILED,True,14,0,2.4,1,1,100.0,CRITICAL
TASK-4803,S&T,HIGH,MEDIUM,DEGRADED,False,0,6,5.0,1,1,78.14934577375537,HIGH
TASK-4804,Traction,CRITICAL,HIGH,FAILED,False,0,3,3.1,1,1,96.599985529958,CRITICAL
TASK-4805,Engineering,ROUTINE,NORMAL,GOOD,True,13,2,1.8,0,1,43.31750361276917,LOW
TASK-4806,S&T,CRITICAL,IMMEDIATE,POOR,False,0,2,6.4,1,1,100.0,CRITICAL
TASK-4807,S&T,MEDIUM,NORMAL,FAIR,False,0,0,1.0,0,0,35.15899377299701,LOW
TASK-4808,Traction,MEDIUM,MEDIUM,DEGRADED,False,0,2,3.3,0,1,39.81221952602038,LOW
TASK-4809,S&T,MEDIUM,NORMAL,GOOD,True,14,0,0.6,0,1,57.048724035990816,MEDIUM
TASK-4810,Traction,LOW,MEDIUM,GOOD,False,0,1,5.9,0,1,24.61888059647519,LOW
TASK-4811,Engineering,CRITICAL,IMMEDIATE,POOR,False,0,1,4.8,1,0,98.46829811117001,CRITICAL
TASK-4812,S&T,ROUTINE,NORMAL,FAIR,False,0,1,4.7,0,1,18.09129763887733,LOW
TASK-4813,S&T,MEDIUM,MEDIUM,DEGRADED,True,7,1,5.0,1,0,67.12440446431125,HIGH
TASK-4814,Traction,ROUTINE,NORMAL,FAIR,True,10,0,1.3,0,1,26.20148700674768,LOW
TASK-4815,S&T,HIGH,IMMEDIATE,FAILED,False,0,1,7.6,1,1,98.71492170679554,CRITICAL
TASK-4816,Traction,ROUTINE,MEDIUM,GOOD,False,0,3,4.8,0,1,27.17806151072258,LOW
TASK-4817,Traction,HIGH,HIGH,POOR,True,1,1,5.6,1,1,77.35323380892943,HIGH
TASK-4818,S&T,MEDIUM,MEDIUM,DEGRADED,True,14,2,6.6,1,1,76.02025570572653,HIGH
TASK-4819,Engineering,MEDIUM,NORMAL,FAIR,True,27,2,0.9,0,1,63.8133204895457,MEDIUM
TASK-4820,S&T,HIGH,IMMEDIATE,POOR,False,0,3,0.9,1,0,99.93243476564352,CRITICAL
TASK-4821,S&T,CRITICAL,IMMEDIATE,POOR,False,0,1,1.4,1,0,100.0,CRITICAL
TASK-4822,S&T,LOW,NORMAL,FAIR,True,2,3,5.0,0,1,27.21411232975932,LOW
TASK-4823,Traction,HIGH,IMMEDIATE,POOR,True,8,1,2.3,1,1,100.0,CRITICAL
TASK-4824,Engineering,HIGH,MEDIUM,DEGRADED,False,0,3,0.6,1,1,55.447817568094536,MEDIUM
TASK-4825,Traction,ROUTINE,NORMAL,GOOD,False,0,1,7.3,0,0,19.02254796596573,LOW
TASK-4826,S&T,LOW,NORMAL,FAIR,False,0,1,6.8,0,1,12.154922185893446,LOW
TASK-4827,S&T,MEDIUM,NORMAL,GOOD,True,8,0,7.2,0,0,38.596517904191046,LOW
TASK-4828,Traction,LOW,NORMAL,GOOD,True,8,0,3.0,0,1,30.575152456059058,LOW
TASK-4829,Engineering,LOW,NORMAL,GOOD,True,7,0,4.0,0,1,32.046251347762166,LOW
TASK-4830,S&T,MEDIUM,HIGH,DEGRADED,False,0,2,2.6,1,0,57.40672045391066,MEDIUM
TASK-4831,S&T,CRITICAL,IMMEDIATE,POOR,True,7,0,1.1,1,0,100.0,CRITICAL
TASK-4832,S&T,CRITICAL,HIGH,POOR,True,14,1,5.1,1,0,100.0,CRITICAL
TASK-4833,S&T,HIGH,MEDIUM,DEGRADED,False,0,1,5.7,1,1,72.61241705343545,HIGH
TASK-4834,S&T,CRITICAL,IMMEDIATE,POOR,True,2,1,6.9,1,1,100.0,CRITICAL
TASK-4835,Engineering,MEDIUM,HIGH,DEGRADED,False,0,2,7.5,0,1,52.447164908824284,MEDIUM
TASK-4836,Engineering,ROUTINE,MEDIUM,GOOD,True,8,0,2.2,0,0,28.79362563402156,LOW
TASK-4837,Engineering,ROUTINE,NORMAL,FAIR,True,30,0,1.3,0,1,27.529022409619785,LOW
TASK-4838,S&T,CRITICAL,HIGH,POOR,True,10,1,2.2,1,0,100.0,CRITICAL
TASK-4839,Engineering,LOW,NORMAL,FAIR,True,17,1,5.9,0,1,46.228875317921826,MEDIUM
TASK-4840,S&T,HIGH,IMMEDIATE,FAILED,False,0,2,7.9,1,0,100.0,CRITICAL
TASK-4841,Traction,LOW,MEDIUM,GOOD,True,4,2,2.4,0,1,40.0055598486809,LOW
TASK-4842,Engineering,ROUTINE,NORMAL,GOOD,True,4,0,0.9,0,0,27.75592678780389,LOW
TASK-4843,S&T,MEDIUM,MEDIUM,GOOD,True,20,3,2.5,0,1,51.99628471945261,MEDIUM
TASK-4844,Traction,HIGH,IMMEDIATE,FAILED,True,6,3,6.4,1,1,100.0,CRITICAL
TASK-4845,S&T,MEDIUM,MEDIUM,DEGRADED,False,0,3,5.7,1,1,56.12824774594549,MEDIUM
TASK-4846,Engineering,CRITICAL,HIGH,FAILED,True,14,1,4.0,1,1,100.0,CRITICAL
TASK-4847,Engineering,MEDIUM,MEDIUM,DEGRADED,False,0,2,7.0,0,1,38.98603463668991,LOW
TASK-4848,Traction,HIGH,IMMEDIATE,POOR,True,7,1,5.3,1,0,100.0,CRITICAL
TASK-4849,Traction,ROUTINE,NORMAL,GOOD,False,0,1,4.4,0,1,22.050988410035583,LOW
TASK-4850,Engineering,HIGH,HIGH,FAILED,True,20,4,4.1,1,0,100.0,CRITICAL
TASK-4851,S&T,HIGH,MEDIUM,DEGRADED,False,0,0,2.9,1,1,58.05267037301149,MEDIUM
TASK-4852,Traction,HIGH,HIGH,POOR,True,6,2,2.2,1,0,88.58719894631291,CRITICAL
TASK-4853,S&T,HIGH,HIGH,DEGRADED,False,0,0,5.8,1,0,67.86402133627499,HIGH
TASK-4854,S&T,HIGH,HIGH,FAILED,True,11,2,6.8,1,1,100.0,CRITICAL
TASK-4855,Engineering,ROUTINE,NORMAL,FAIR,True,19,0,5.7,0,1,41.49457304264276,LOW
TASK-4856,Engineering,HIGH,IMMEDIATE,POOR,False,0,1,1.0,1,1,86.2128735179512,CRITICAL
TASK-4857,Engineering,ROUTINE,MEDIUM,FAIR,False,0,4,4.0,0,1,30.94472096360763,LOW
TASK-4858,S&T,LOW,MEDIUM,FAIR,True,8,2,4.2,0,1,39.690140725718386,LOW
TASK-4859,S&T,LOW,NORMAL,FAIR,True,8,1,6.6,0,1,40.03888245887798,LOW
TASK-4860,Traction,CRITICAL,HIGH,FAILED,False,0,0,6.9,1,1,97.69019181962459,CRITICAL
TASK-4861,S&T,CRITICAL,HIGH,POOR,True,6,1,5.4,1,1,100.0,CRITICAL
TASK-4862,Traction,ROUTINE,NORMAL,GOOD,True,4,2,7.4,0,1,22.354924877926052,LOW
TASK-4863,Engineering,HIGH,HIGH,DEGRADED,True,20,1,3.4,1,0,83.48084332416892,CRITICAL
TASK-4864,S&T,CRITICAL,IMMEDIATE,FAILED,True,2,4,4.4,1,0,100.0,CRITICAL
TASK-4865,S&T,LOW,NORMAL,FAIR,False,0,1,1.0,0,1,12.16006280621305,LOW
TASK-4866,S&T,LOW,NORMAL,FAIR,False,0,3,5.6,0,1,28.08794190821395,LOW
TASK-4867,Traction,MEDIUM,NORMAL,GOOD,True,2,4,1.6,0,0,45.338834802664415,MEDIUM
TASK-4868,Engineering,MEDIUM,NORMAL,GOOD,False,0,2,2.3,0,1,35.02997151833314,LOW
TASK-4869,S&T,ROUTINE,MEDIUM,FAIR,True,21,2,2.5,0,0,42.59190878947162,LOW
TASK-4870,S&T,CRITICAL,HIGH,FAILED,False,0,3,3.9,1,1,100.0,CRITICAL
TASK-4871,S&T,MEDIUM,NORMAL,GOOD,False,0,1,7.5,0,1,30.53841427115456,LOW
TASK-4872,Engineering,MEDIUM,MEDIUM,DEGRADED,False,0,1,3.7,0,1,36.46235096095957,LOW
TASK-4873,Engineering,CRITICAL,HIGH,POOR,True,7,0,4.3,1,1,100.0,CRITICAL
TASK-4874,Traction,MEDIUM,HIGH,DEGRADED,False,0,0,0.9,0,0,52.37566828516461,MEDIUM
TASK-4875,S&T,MEDIUM,MEDIUM,DEGRADED,True,11,0,1.2,1,1,71.05350485512315,HIGH
TASK-4876,Traction,HIGH,HIGH,POOR,False,0,3,6.0,1,1,93.0603471540464,CRITICAL
TASK-4877,S&T,ROUTINE,NORMAL,FAIR,True,6,3,2.7,0,1,40.60743516290561,LOW
TASK-4878,S&T,LOW,NORMAL,FAIR,True,17,1,5.0,0,0,43.25989405453022,LOW
TASK-4879,Traction,CRITICAL,HIGH,FAILED,True,9,0,4.2,1,0,100.0,CRITICAL
TASK-4880,S&T,ROUTINE,NORMAL,GOOD,False,0,1,5.6,0,1,17.756180628147458,LOW
TASK-4881,Traction,MEDIUM,NORMAL,FAIR,False,0,1,7.7,0,1,34.12704314709293,LOW
TASK-4882,Engineering,ROUTINE,NORMAL,GOOD,False,0,2,0.9,0,1,25.483698815667395,LOW
TASK-4883,Engineering,HIGH,HIGH,FAILED,False,0,1,2.5,1,1,92.98834374938723,CRITICAL
TASK-4884,Engineering,HIGH,IMMEDIATE,FAILED,False,0,0,1.3,1,0,97.69556032626015,CRITICAL
TASK-4885,Engineering,HIGH,HIGH,FAILED,False,0,1,5.7,1,1,95.92514895806721,CRITICAL
TASK-4886,S&T,HIGH,HIGH,POOR,True,18,3,3.4,1,1,100.0,CRITICAL
TASK-4887,Engineering,MEDIUM,MEDIUM,DEGRADED,False,0,1,4.2,0,1,39.467942429370964,LOW
TASK-4888,Engineering,MEDIUM,NORMAL,FAIR,False,0,3,3.1,0,1,39.71682615252966,LOW
TASK-4889,S&T,CRITICAL,HIGH,FAILED,True,16,2,2.7,1,0,100.0,CRITICAL
TASK-4890,Engineering,ROUTINE,NORMAL,GOOD,False,0,0,1.9,0,1,14.376361802900295,LOW
TASK-4891,Traction,CRITICAL,IMMEDIATE,FAILED,False,0,1,4.1,1,1,98.17084251912704,CRITICAL
TASK-4892,S&T,ROUTINE,MEDIUM,FAIR,False,0,2,1.8,0,1,33.676307824877156,LOW
TASK-4893,Traction,LOW,NORMAL,GOOD,False,0,0,1.7,0,1,14.44056701763062,LOW
TASK-4894,S&T,CRITICAL,HIGH,POOR,True,2,0,1.6,1,1,89.49885581728019,CRITICAL
TASK-4895,Engineering,CRITICAL,IMMEDIATE,POOR,True,5,1,3.7,1,1,100.0,CRITICAL
TASK-4896,Engineering,MEDIUM,NORMAL,FAIR,True,3,0,7.8,0,1,31.941019931740097,LOW
TASK-4897,Engineering,ROUTINE,NORMAL,FAIR,True,14,5,5.6,0,0,45.494313046341915,MEDIUM
TASK-4898,Engineering,HIGH,IMMEDIATE,FAILED,True,2,1,3.1,1,1,99.36205247300146,CRITICAL
TASK-4899,S&T,HIGH,IMMEDIATE,FAILED,False,0,2,0.5,1,0,96.32578572737644,CRITICAL
TASK-4900,Engineering,HIGH,IMMEDIATE,POOR,True,10,3,1.3,1,1,100.0,CRITICAL
TASK-4901,Engineering,CRITICAL,IMMEDIATE,FAILED,True,23,2,5.6,1,1,100.0,CRITICAL
TASK-4902,S&T,MEDIUM,NORMAL,FAIR,False,0,0,4.4,0,0,36.632202826084495,LOW
TASK-4903,Engineering,MEDIUM,NORMAL,FAIR,True,18,1,6.3,0,1,51.958419184898055,MEDIUM
